*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),反式脂肪(mg)
J0410501,魚貝類,小黃魚(去皮),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",57,100,20,1.6,0.6,0,
J0410601,魚貝類,小黃魚(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",59,100,19.4,1.9,0.6,0,
J0410701,魚貝類,白姑魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","白口,帕頭,黃順,加網(澎湖)",47,97,18.8,1.8,0.8,0,
J0410801,魚貝類,眼斑擬石首魚,"樣品狀態:生,已去鱗及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎",紅鼓魚,53,95,19.7,1.2,0.4,0.9,
J0410901,魚貝類,黃姑魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","春子,假黃魚,黃婆,紅花(臺南安平)  ",70,89,19.4,0.7,0.2,0,
J0411001,魚貝類,黑䱛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","黑口,烏喉,黑喉(臺東),加正,烏加網,黑喉,臭魚",53,149,17.9,8,3.1,1.2,
J0411101,魚貝類,鮸,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","鮸仔,敏魚,米魚,水鮸仔",57,104,23.3,0.5,0.2,0,
J0411201,魚貝類,鱗鰭叫姑魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","春子,油口/臭肚仔/金線加網(澎湖) ",48,99,18.4,2.3,1.2,0.3,
J0411301,魚貝類,黑斑海緋鯉,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","秋姑,鬚哥,黑點秋哥/外海秋哥(澎湖) ",55,97,18.8,1.8,0.8,0,
J0411401,魚貝類,斑點雞籠鯧,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","銅盤仔,鏡鯧,金鏡,定盤,咬破埔,金鐘(澎湖) ",57,97,21.9,0.4,0.1,0,
J0411501,魚貝類,花身鯻,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","花身仔,斑吾,雞仔魚,三抓仔,花身鯻,邦五/斑午/兵舅仔/斑龜仔(澎湖) ",62,157,19.5,8.2,2.8,0,
J0411601,魚貝類,花尾唇指翁(翁加魚邊),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","咬破布,三康,金花,萬年瘦,瘦仔/蝨鬢(澎湖)",64,116,19.8,3.4,1.3,0.6,
J0411701,魚貝類,尼羅口孵非鯽(去皮),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","南洋鯽仔,尼羅吳郭魚",58,113,20.4,2.9,0.8,0,
J0411801,魚貝類,尼羅口孵非鯽(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","南洋鯽仔,尼羅吳郭魚",64,125,19.4,4.7,1.5,0,
J0411802,魚貝類,尼羅口孵非鯽(含皮)(2022年取樣),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","南洋鯽仔,尼羅吳郭魚",62,122,20.4,3.9,1,3,13
J0411901,魚貝類,花身副麗魚,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","珍珠石斑,淡水石斑,馬拉麗體魚",62,112,17.7,4.1,1.4,1.1,
J0412001,魚貝類,紅色吳郭魚,"樣品狀態:生,去鱗及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎","尼羅魚;台灣鯛,紅色尼羅魚,姬鯛,紅吳郭魚,濱鯛",61,108,18.3,3.3,1.1,1.3,
J0412002,魚貝類,台灣鯛魚片(生),"樣品狀態:生,冷凍包裝; 前處理描述:混合均勻打碎",,,110,18.2,3.6,1,2.5,
J0412003,魚貝類,台灣鯛魚片(生)(2021年),"樣品狀態:生,冷凍包裝; 前處理描述:混合均勻打碎",,0,109,17.9,3.7,1.3,1.5,26
J0412101,魚貝類,台灣鯛魚片(水煮),"前處理描述:魚片解凍後,切小塊放入1000mL之水中以中小火煮15分鐘,撈出魚塊瀝乾均質",,,130,23.4,3.3,1.1,1.3,
J0412102,魚貝類,台灣鯛魚片(油煎),"前處理描述:魚片解凍後,以已熱油不沾鍋(加1大匙葵花油),每片約煎7~8分鐘,兩面煎熟,取出放冷均質",,,162,23.1,6.9,1.3,1.9,
J0412103,魚貝類,"台灣鯛魚片(烤,190℃,10分鐘)","前處理描述:魚片解凍後,切小塊,烤箱預熱20分鐘,以190℃烤10分鐘,待冷卻連同湯汁一起均質",,,111,19.7,3,0.9,1.8,
J0412104,魚貝類,"台灣鯛魚片(烤,190℃,20分鐘)","前處理描述:魚片解凍後,切小塊,烤箱預熱20分鐘,以190℃烤20分鐘,待冷卻連同湯汁一起均質",,,134,23,4,1.2,2.1,
J0412105,魚貝類,"台灣鯛魚片(烤,230℃,10分鐘)","前處理描述:魚片解凍後,切小塊,烤箱預熱20分鐘,以230℃烤10分鐘,待冷卻連同湯汁一起均質",,,127,21.3,4,1.2,1.5,
J0412106,魚貝類,"台灣鯛魚片(烤,230℃,20分鐘)","前處理描述:魚片解凍後,切小塊,烤箱預熱20分鐘,以230℃烤20分鐘,待冷卻連同湯汁一起均質",,,142,24.6,4.1,1.3,2.5,
J0412107,魚貝類,台灣鯛魚片(清蒸),"前處理描述:魚片解凍後,以鋁箔紙包裹放入電鍋中,外鍋加水,加熱35分鐘,待冷卻連同湯汁一起均質",,,112,19.3,3.3,1,2.2,
J0412108,魚貝類,台灣鯛魚片(微波),"前處理描述:魚片解凍後,置於微波盒中,每片加水10mL,以強微波加熱6分鐘,待冷卻連同湯汁一起均質",,,140,24.9,3.7,1.1,1.4,
J0412201,魚貝類,台灣鯛魚湯(水煮),"前處理描述:魚片解凍後,切小塊放入1000mL水中,以中小火煮15分鐘,瀝取魚湯汁並補水至850mL",,,5,0.9,0.2,0.1,0,
J0412301,魚貝類,莫三比克口孵非鯽,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","非洲仔,南洋鯽仔,在來吳郭魚,吳郭魚/鹹水吳郭(澎湖)  ",62,112,19.5,3.2,1,0,
J0412401,魚貝類,薔薇項鰭魚(去皮),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",62,96,17.3,2.4,1.2,0,
J0412501,魚貝類,薔薇項鰭魚(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",40,93,17.9,1.8,0.9,0,
J0412601,魚貝類,藍豬齒魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","石老,四齒仔,西齒,簾仔,寒鯛,鰱仔(澎湖)",69,81,18.5,0.2,0.1,0.2,
J0412701,魚貝類,福氏鸚哥魚(去皮),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","紅鸚哥,青鸚哥仔,青衣,青衫(雄),蠔魚(雌),紅海逮,紅咬齒,番仔魚(臺東)",54,84,19.6,0,0,0.2,
J0412801,魚貝類,橫紋鸚哥魚(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",鸚哥,54,81,18.9,0,0,0,
J0412901,魚貝類,藍點鸚哥魚,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","鸚哥,黃衣魚,青衫(雄),紅蠔魚(雌),紅衫,蠔魚(雌)(澎湖) ",64,86,20.1,0.1,,0.6,
J0413001,魚貝類,金錢魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","變身苦,遍身苦(澎湖),金鼓",56,196,19.3,12.6,4.9,0,
J0413101,魚貝類,褐臭肚魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","臭肚,象魚,樹魚,羊鍋,疏網,茄冬仔,象耳/臭肚仔/羊矮仔/盧矮仔(澎湖)",50,164,19.9,8.8,3.4,0.6,
J0413201,魚貝類,杜氏刺尾鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","眼紋倒吊,粗皮仔,倒吊(臺東)",53,137,19.1,6.2,2.8,0.6,
J0413301,魚貝類,後刺尾鯛,"樣品狀態:生,已去鱗及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎","倒吊,粗皮仔,番倒吊(澎湖),半水吊",64,102,20.4,1.7,0.9,0,
J0413401,魚貝類,鋸尾鯛,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","黑豬哥,黑將軍,打鐵婆,剝皮仔,老娘(澎湖) ",61,93,19,1.4,0.5,0.3,
J0413501,魚貝類,大眼金梭魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","針梭,竹梭,巴拉庫答",35,157,21.8,7.1,3,0,
J0413601,魚貝類,鱗網帶鰆切片,"樣品狀態:生; 前處理描述:去皮及骨刺,混合均勻打碎","油魚,細鱗仔,玉梭魚,白玉豚",21,272,17.3,22,0.5,0,
J0413701,魚貝類,鱗網帶鰆(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","油魚,細鱗仔,玉梭魚,白玉豚",40,263,18,20.7,8.7,0,
J0413801,魚貝類,白帶魚,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","白魚,裙帶,肥帶,油帶,天竺帶魚,白帶魚,黃稜油帶(澎湖) ",40,102,19.6,2,0.9,0,
J0413901,魚貝類,大目鮪,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","大目仔,大眼鮪,大目串,短墩,串仔(澎湖),短鮪 ",63,103,23.9,0.1,0,0,
J0414001,魚貝類,正鰹,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","煙仔虎,煙仔,小串,柴魚,肥煙,鯤(臺東),煙仔魚,卓鮶/大煙(澎湖)",55,149,23.1,5.6,1.7,0,
J0414101,魚貝類,花腹鯖,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","花飛,青輝,飛威/青飛/胡麻鯖 ",46,138,23.9,4,1.5,0.1,13
J0414201,魚貝類,高麗馬加鰆,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","破北,闊北,闊腹仔,高麗鰆,破腹 ",53,119,19.4,4,1.6,0.3,
J0414301,魚貝類,康氏馬加鰆切片(去皮),"樣品狀態:生; 前處理描述:去皮,去骨刺,混合均勻打碎","土魠,馬加,馬鮫,梭齒,頭魠,鰆,土托,康氏馬發,塗魠(澎湖)",25,193,18.7,12.5,3.1,0,
J0414401,魚貝類,康氏馬加鰆切片(含皮),"樣品狀態:生; 前處理描述:含皮,去骨刺,混合均勻打碎","土魠,馬加,馬鮫,梭齒,頭魠,鰆,土托,康氏馬發,塗魠(澎湖)",5,176,19.3,10.4,5.1,1.5,
J0414501,魚貝類,臺灣馬加鰆,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","白北,白腹仔",22,180,20.2,10.4,4.7,0,
J0414601,魚貝類,鮪魚生魚片,樣品狀態:生; 前處理描述:混合均勻打碎,,,100,23.3,0.1,0,0,
J0414701,魚貝類,鯖魚(生),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",,51,417,14.4,39.4,9.1,0.2,
J0414801,魚貝類,鯖魚(炒),"前處理描述:去鱗,含皮,去骨刺及內臟,以5g沙拉油炒5分鐘",,,410,16.7,37.6,8.5,0.1,
J0414802,魚貝類,鯖魚(炸),"前處理描述:去鱗,含皮,去骨刺及內臟,以100g沙拉油在180℃炸3分鐘",,,555,17.2,53.4,11.8,0.1,
J0414803,魚貝類,"鯖魚(烤,150度,10分)","前處理描述:去鱗,含皮,去骨刺及內臟,以150℃烤10分鐘",,,412,16.5,37.8,8.4,0,
J0414804,魚貝類,"鯖魚(烤,150度,20分)","前處理描述:去鱗,含皮,去骨刺及內臟,以150℃烤20分鐘",,,396,19.1,34.8,8.1,0,
J0414805,魚貝類,"鯖魚(烤,150度,30分)","前處理描述:去鱗,含皮,去骨刺及內臟,以150℃烤30分鐘",,,536,19.9,50,11.5,0,
J0414806,魚貝類,"鯖魚(烤,180度,10分)","前處理描述:去鱗,含皮,去骨刺及內臟,以180℃烤10分鐘",,,373,20.2,31.8,7.4,0,
J0414807,魚貝類,"鯖魚(烤,210度,10分)","前處理描述:去鱗,含皮,去骨刺及內臟,以210℃烤10分鐘",,,472,19,43.4,10,0,
J0414808,魚貝類,鯖魚(煮),"前處理描述:去鱗,含皮,去骨刺及內臟,以100℃煮10分鐘",,,375,14.9,34.5,8.5,0.4,
J0414809,魚貝類,鯖魚(煎),"前處理描述:去鱗,含皮,去骨刺及內臟,以10g沙拉油煎6分鐘",,,403,20,35.9,8.6,0,
J0414810,魚貝類,鯖魚(蒸),"前處理描述:去鱗,含皮,去骨刺及內臟,以100℃蒸10分鐘",,,392,14.6,36.5,8.8,0.7,
J0414901,魚貝類,旗魚切片,樣品狀態:生; 前處理描述:混合均勻打碎,"翹翅仔,白肉旗魚,闊胸仔,立翅旗魚,白皮丁挽,白皮旗魚",,111,26,0,0,0.8,
J0414902,魚貝類,旗魚腹肉,"樣品狀態:生; 前處理描述:去皮,混合均勻打碎","翹翅仔,白肉旗魚,闊胸仔,立翅旗魚,白皮丁挽,白皮旗魚",6,105,22.2,1.1,0.4,0,
J0415001,魚貝類,刺鯧(去皮),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","肉魚,肉鯽仔,土肉,肉鯽,瓜仔鯧,刺鯧",54,95,18.8,1.6,0.6,0.1,
J0415101,魚貝類,刺鯧(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","肉魚,肉鯽仔,土肉,肉鯽,瓜仔鯧,刺鯧",49,155,17.8,8.7,3.6,0,
J0415201,魚貝類,星斑真鯧,"樣品狀態:生,已去鱗片及內臟; 前處理描述:去皮,去頭尾及骨刺,混合均勻打碎","(市售稱""花鯧"")",36,214,15.6,16.3,4.4,0,
J04153,魚貝類,銀鯧平均值(去皮),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","白(正/暗)鯧,白鯧魚,鯧仔魚,黑鰭,車片魚",53,115,17.7,4.4,2,0.2,
J0415301,魚貝類,銀鯧(2月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","白鯧,正鯧,銀鯧,支子",41,123,17.9,5.1,1.5,0,
J0415302,魚貝類,銀鯧(3月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","白鯧,正鯧,銀鯧,支子",55,120,17.6,5,2.3,0.7,
J0415303,魚貝類,銀鯧(5月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","白鯧,正鯧,銀鯧,支子",60,105,16.4,3.9,2,0,
J0415304,魚貝類,銀鯧(8月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","白鯧,正鯧,銀鯧,支子",57,101,17.7,2.9,1.6,1.6,
J0415305,魚貝類,銀鯧(12月),"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","白鯧,正鯧,銀鯧,支子",52,126,19.1,5,2.6,0.2,
J0415401,魚貝類,銀鯧(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","白鯧,正鯧,銀鯧,支子",45,124,16.8,5.8,2.8,1.1,15
J0415501,魚貝類,斑鱧,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","鮕鮘,雷魚,南鱧,臺灣雷魚,臺灣魚虎",61,119,18.3,4.5,1.2,0,
J0415601,魚貝類,大口鰜切片(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","咬龍狗,左口,扁魚,皇帝魚,比目魚,咬網狗/肉瞇仔(澎湖)",39,166,14.7,11.5,2.4,0,
J0415701,魚貝類,鰈魚切片,"樣品狀態:生; 前處理描述:去皮及骨刺,混合均勻打碎",大比目魚(扁鱈),27,201,13.2,16.1,3.5,0,0
J0415801,魚貝類,雙線鬚鰨,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","牛舌,龍舌,扁魚,皇帝魚,比目魚",48,92,19.9,0.8,0.3,0.3,
J0415901,魚貝類,單角革單棘魨(去皮),"樣品狀態:生,已去頭尾,內臟及粗皮; 前處理描述:去鱗,骨刺,混合均勻打碎","白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚",37,79,17.2,0.6,0.2,0,
J0416001,魚貝類,單角革單棘魨(含皮),"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚",57,76,17.9,0,0,0,
J0416101,魚貝類,克氏兔頭魨,"樣品狀態:生; 前處理描述:去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎","鯖河魨,煙仔規,黃魚規,烏魚規,青皮魚規,金紙規,規仔,金規(澎湖)",70,77,17.8,0.1,0,0,
J0416201,魚貝類,翻車魨腹肉,樣品狀態:生; 前處理描述:混合均勻打碎,"翻車魚,蜇魴,蜇魚,海蟲(澎湖),曼波(成功) ",,47,10.2,0.4,0.3,0.7,
J0416301,魚貝類,犬牙南極魚切片,"樣品狀態:生; 前處理描述:去皮及骨刺,混合均勻打碎","南極鱈,美露鱈,黑狗鱈,智利海鱸(圓鱈)",20,282,12.1,25.5,6.2,0,
J0416401,魚貝類,低眼無齒芒魚片(芒加魚邊),"樣品狀態:生,冷凍產品; 前處理描述:混合均勻打碎",,,76,14.2,1.7,0.8,0,
J0416501,魚貝類,秋刀魚,"樣品狀態:生; 前處理描述:去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎","竹刀魚,山瑪魚",44,277,18.8,21.8,5.6,4.1,16
J0416601,魚貝類,毛鱗魚,"樣品狀態:生,冷凍袋裝,含卵; 前處理描述:混合均勻打碎","喜相逢,多春魚,樺太柳葉魚（日文）",0,145,14.1,9.4,1.9,0.4,0
J0600101,魚貝類,圓鱈魚鰓肉,"樣品狀態:生,冷凍產品; 前處理描述:混合均勻打碎",,,84,14.5,2.5,0.7,3.9,
J0600201,魚貝類,鯛魚下巴,"樣品狀態:生,冷凍產品; 前處理描述:去皮及骨刺,混合均勻打碎",鯛魚喉,57,245,16.1,19.6,5.3,0,
J0600301,魚貝類,鯊魚翅,"樣品狀態:生; 前處理描述:經復水處理,混合均勻打碎",魚翅,,186,43.5,0,,0,
J0600401,魚貝類,魚翅唇,"樣品狀態:生,冷凍產品; 前處理描述:混合均勻打碎",,,47,9.9,0.6,0.2,0,
J0600501,魚貝類,翻車魨魚皮,"樣品狀態:生,切片(進口); 前處理描述:混合均勻打碎","曼波魚皮,翻車魚皮",0,28,6.5,0,0,0,0
J0600601,魚貝類,鯊魚皮,樣品狀態:生; 前處理描述:混合均勻打碎,,,54,12.4,0.2,,0,
J0600701,魚貝類,魚漿(旗魚),樣品狀態:生; 前處理描述:混合均質,,0,110,16.8,1.3,0.5,7.8,3
J0700301,魚貝類,鮸魚卵(加工),樣品狀態:熟; 前處理描述:混合均勻打碎,,,184,21.9,10.1,2.4,3.6,
J0700401,魚貝類,鯔魚卵,樣品狀態:生(烏魚卵); 前處理描述:混合均勻打碎,烏魚卵,,256,26.3,15.9,2.6,3.2,
J0700601,魚貝類,鰆魚卵,樣品狀態:生; 前處理描述:混合均勻打碎,土魠魚卵,,193,23.5,10.2,2.9,0.2,
J0700701,魚貝類,鰹魚卵,樣品狀態:生; 前處理描述:混合均勻打碎,,,184,21.5,10.2,2.9,0.6,
J0702101,魚貝類,鯔魚精囊,樣品狀態:生; 前處理描述:混合均勻打碎,鯔(烏)魚鰾(膘),,89,17.3,1.7,0.6,0,
J0705101,魚貝類,鮟鱇魚肝,樣品狀態:生; 前處理描述:取魚肝; 混合均勻打碎,,,136,13.6,8.6,3.2,1.9,
J0707101,魚貝類,旗魚肚,樣品狀態:生; 前處理描述:混合均勻打碎,,,99,22.5,0.4,,2.9,
J0707201,魚貝類,鮪魚肚,樣品狀態:生; 前處理描述:混合均勻打碎,,,106,23.4,0.7,0.3,0,
J0800101,魚貝類,小魚干,樣品狀態:乾貨; 前處理描述:混合均勻打碎,,,335,69.2,4.4,2.1,0,
J0800201,魚貝類,扁魚干,樣品狀態:乾貨; 前處理描述:混合均勻打碎,,,354,66.3,7.9,3.2,1.1,
J0800401,魚貝類,柴魚片,樣品狀態:乾貨; 前處理描述:混合均勻打碎,,,383,76.5,6.2,2.8,2.6,
J2100101,魚貝類,羅氏沼蝦,"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","泰國蝦,泰國長臂大蝦,淡水長臂大蝦",66,88,20.3,0.2,0.1,0.2,
J2100201,魚貝類,北方長額蝦(加工),"樣品狀態:熟; 前處理描述:去殼,去頭尾,混合均勻打碎","北極蝦,北極甜蝦,冷水蝦",51,122,19.9,4.1,0.9,2.7,
J2100301,魚貝類,東方異腕蝦,"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","米諾蝦,鐵甲蝦,蝦母,大頭蝦",69,78,17.7,0.3,0.1,0,
J2100401,魚貝類,胭脂蝦,"樣品狀態:生; 前處理描述:去頭尾及外殼,混合均勻打碎","文蝦(""葉狀擬鬚蝦或雄壯鬚蝦"")",48,114,13.8,6.1,1.2,0.7,
J2100501,魚貝類,日本玻璃蝦,"樣品狀態:熟,冷凍包裝; 前處理描述:混合均勻打碎","水晶蝦,白丁",,83,16.2,1.5,0.4,2,
J2100601,魚貝類,相模後海螯蝦,"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","相模角蝦,小龍蝦,鐵甲蝦,角蝦,蝦猴",64,79,17.9,0.3,0,0,
J2100701,魚貝類,中國對蝦,"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎",對蝦;明蝦;大蝦;黃蝦;青蝦;大正蝦,50,84,19.3,0.2,0.1,1,
J21008,魚貝類,日本對蝦平均值,"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","斑節蝦,雷公蝦,明蝦,九節蝦",41,97,21.3,0.7,0.2,0.4,
J2100801,魚貝類,日本對蝦(大),"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","斑節蝦,雷公蝦,明蝦,九節蝦",44,97,21.6,0.5,0.1,0,
J2100802,魚貝類,日本對蝦(小),"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","斑節蝦,雷公蝦,明蝦,九節蝦",34,96,20.9,0.8,0.2,1.8,
J21009,魚貝類,白對蝦平均值,"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","南美白蝦,美洲白蝦,南美白對蝦,白蝦",42,99,21.3,0.9,0.3,0,5
J2100901,魚貝類,白對蝦(大),"樣品狀態:生,冷凍包裝; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","南美白蝦,美洲白蝦,南美白對蝦,白蝦",30,109,22.3,1.5,0.5,0,
J2100902,魚貝類,白對蝦(小),"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","南美白蝦,美洲白蝦,南美白對蝦,白蝦",46,96,21.4,0.5,0.2,0,
J2100903,魚貝類,白對蝦(小)(2022年取樣),"樣品狀態:生,冷凍包裝; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","南美白蝦,美洲白蝦,南美白對蝦,白蝦",44,93,20.3,0.7,0.3,1.3,5
J2101001,魚貝類,哈氏彷對蝦,"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎","長角仿對蝦,劍蝦,紅(正)劍,硬槍蝦",53,82,18.7,0.2,0.1,0.6,
J2101101,魚貝類,草對蝦,"樣品狀態:生; 前處理描述:去殼,去頭尾及腸泥,混合均勻打碎",草蝦;烏斑節仔,46,100,22,0.7,0.3,1,0
